StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
2021-04-18 14:54:09,2021-04-18 15:04:39,IP Address,165.225.217.53,100,630,True,2021-04-18 15:04:39,R_UFHbAkLMON5CB9L,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,Smart Horns,"4, Good","5, Exceptional","5, Exceptional","5, Exception","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less",very good visualization and team co-ordination
2021-04-18 14:54:15,2021-04-18 15:04:41,IP Address,73.166.16.157,100,626,True,2021-04-18 15:04:42,R_26f13gsKGba04Yl,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,Smart Horns,"4, Good","4, Good","4, Good","4, Good","4, Good","4, Good","5, Finished presentation in 10 min or less","'+ves: Great job team, MICE imputation, 
improves: some wordy slides, "
2021-04-18 14:54:08,2021-04-18 15:05:27,IP Address,66.68.62.107,100,679,True,2021-04-18 15:05:27,R_cvZWPbKftIBGGPL,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,Smart Horns,"4, Good","4, Good","5, Exceptional","5, Exception","4, Good","5, Exceptional","5, Finished presentation in 10 min or less","great data visualizations and imputation slide. First group to evaluate the missingness of the data, imputing based on rock type is intuitive and could be better than all in approch"
2021-04-18 14:54:10,2021-04-18 15:10:37,IP Address,98.201.26.118,100,986,True,2021-04-18 15:10:37,R_sd3IWCCPyCVkS9X,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,NaN,"3, Acceptable","4, Good","3, Acceptable","3, Acceptable","3, Acceptable","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 15:04:23,2021-04-18 15:20:12,IP Address,136.49.10.48,100,949,True,2021-04-18 15:20:12,R_3htjnfUD2QQCkIm,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,Spectral Team,"3, Acceptable","4, Good","4, Good","5, Exception","3, Acceptable","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 15:04:44,2021-04-18 15:20:14,IP Address,73.166.16.157,100,929,True,2021-04-18 15:20:14,R_3DoOYqD6RfAosnn,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,Spectral Team,"5, Exceptional","5, Exceptional","4, Good","4, Good","4, Good","5, Exceptional","5, Finished presentation in 10 min or less","Good setup and summary and approach to modeling, "
2021-04-18 15:04:37,2021-04-18 15:20:18,IP Address,174.50.22.92,100,941,True,2021-04-18 15:20:18,R_27dmJtpaf715ygA,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,Spectral Team,"4, Good","5, Exceptional","4, Good","5, Exception","4, Good","4, Good","5, Finished presentation in 10 min or less","Clearly they have been through the workflow and features. Well spoken. Flowed well. They have done this before. They knew where to look. They have industry experience. "
2021-04-18 15:05:30,2021-04-18 15:20:18,IP Address,66.68.62.107,100,888,True,2021-04-18 15:20:19,R_30qIvlwZ9cJti5y,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,Spectral Team,"4, Good","5, Exceptional","4, Good","5, Exception","4, Good","4, Good","5, Finished presentation in 10 min or less",excellent visualizations for your EDA. The feature engineering was all geologically based and tested in the models. Good to see SHAP values for feature selection. Very interesting to see a team approach the problem as predicting the difference in production from year to year
2021-04-18 15:10:40,2021-04-18 15:24:02,IP Address,98.201.26.118,100,802,True,2021-04-18 15:24:02,R_3qxqhQb4HFMjqB7,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,Smart Horns,"3, Acceptable","3, Acceptable","4, Good","3, Acceptable","4, Good","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 15:28:40,2021-04-18 15:29:18,IP Address,98.201.26.118,100,37,True,2021-04-18 15:29:19,R_2AEd9OPcifI5KR2,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,Spectral Team,"3, Acceptable","3, Acceptable","4, Good","5, Exception","4, Good","4, Good","5, Finished presentation in 10 min or less",
2021-04-18 15:14:05,2021-04-18 15:29:53,IP Address,165.225.217.53,100,948,True,2021-04-18 15:29:53,R_2zBbzYoZ3hDrifC,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,the three muscovites,"5, Exceptional","5, Exceptional","5, Exceptional","5, Exception","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less","Very nicely done, good job !"
2021-04-18 15:20:14,2021-04-18 15:30:28,IP Address,136.49.10.48,100,613,True,2021-04-18 15:30:28,R_1LUMa0hbwm5ll6j,,,,,30.1746063232421875,-97.8202972412109375,anonymous,EN,the three muscovites,"5, Exceptional","5, Exceptional","5, Exceptional","4, Good","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less",
2021-04-18 15:21:05,2021-04-18 15:30:46,IP Address,174.50.22.92,100,580,True,2021-04-18 15:30:46,R_3J2WdanWjLsVq4A,,,,,35.0644073486328125,-89.6759033203125,anonymous,EN,the three muscovites,"4, Good","3, Acceptable","4, Good","4, Good","4, Good","4, Good","5, Finished presentation in 10 min or less",Good predictions and direct.  Good workflow chart. Went decision tree versus linear regression so thought and cut down on bias. Shared among the team and flowed.  Feedback came quick and wanted to learn more their work. Great to recognize the feature engineering element.
2021-04-18 15:20:16,2021-04-18 15:30:51,IP Address,73.166.16.157,100,635,True,2021-04-18 15:30:51,R_3OjrNVByHNHyqKk,,,,,29.542205810546875,-95.321197509765625,anonymous,EN,the three muscovites,"5, Exceptional","4, Good","5, Exceptional","4, Good","5, Exceptional","5, Exceptional","5, Finished presentation in 10 min or less",Great job team \& cool team name. Excellent executive summary and recommendations. Interesting approach using KNN. Some of the slides were wordy and a little hard to read.
2021-04-18 15:20:21,2021-04-18 15:31:10,IP Address,66.68.62.107,100,648,True,2021-04-18 15:31:10,R_DuCBzu1BcE0E7gR,,,,,30.4031982421875,-97.75299835205078125,anonymous,EN,the three muscovites,"5, Exceptional","3, Acceptable","3, Acceptable","3, Acceptable","4, Good","4, Good","5, Finished presentation in 10 min or less",Listing the most productive wells up front was an excellent choice. Viz for predictions and uncertainty was nice to see how all the predictions stack up against one another
2021-04-18 15:29:37,2021-04-18 15:31:15,IP Address,98.201.26.118,100,97,True,2021-04-18 15:31:15,R_RV0nxYTBGfbr7CF,,,,,29.8677978515625,-95.829803466796875,anonymous,EN,the three muscovites,"5, Exceptional","4, Good","4, Good","4, Good","4, Good","4, Good","5, Finished presentation in 10 min or less",
